Event,Start time,End time,Priority,Classification
SSH connection attempt,06/12-20:20:28.991388,06/12-20:20:33.639138,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:12.467906,06/12-20:20:13.708350,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:34.336938,06/12-20:20:34.336938,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:13.733860,06/12-20:20:13.898136,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:34.534554,06/12-20:20:34.534554,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:13.961469,06/12-20:20:13.923417,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:34.730230,06/12-20:20:35.066799,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:13.974091,06/12-20:20:13.999383,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:36.670299,06/12-20:20:37.096215,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:14.024601,06/12-20:20:14.024601,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:37.273883,06/12-20:20:37.274385,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:14.049905,06/12-20:20:37.452304,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:37.454946,06/12-20:20:38.218833,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:14.087819,06/12-20:20:14.062549,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:38.381904,06/12-20:20:38.381904,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:14.151001,06/12-20:20:14.328665,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:40.119240,06/12-20:20:41.543989,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:16.632385,06/12-20:20:42.452710,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:44.360593,06/12-20:20:45.839140,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:47.451282,06/12-20:20:47.451282,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:47.859151,06/12-20:20:49.317977,0,unknown
FTP connection attempt,06/12-20:20:49.462097,06/12-20:20:49.466467,0,unknown
SSH connection attempt,06/12-20:20:49.520535,06/12-20:20:50.287450,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:52.451622,06/12-20:20:52.451622,2,Attempted Denial of Service
FTP connection attempt,06/12-20:20:52.476700,06/12-20:20:52.477589,0,unknown
SSH connection attempt,06/12-20:20:52.567982,06/12-20:20:52.569343,0,unknown
FTP connection attempt,06/12-20:20:52.727838,06/12-20:20:52.757558,0,unknown
SSH connection attempt,06/12-20:20:52.757647,06/12-20:20:52.757647,0,unknown
FTP connection attempt,06/12-20:20:52.758498,06/12-20:20:52.762360,0,unknown
SSH connection attempt,06/12-20:20:52.763764,06/12-20:20:52.763764,0,unknown
FTP connection attempt,06/12-20:20:52.765229,06/12-20:20:52.779440,0,unknown
SSH connection attempt,06/12-20:20:53.179472,06/12-20:20:54.307877,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:14.632223,06/12-20:20:15.506506,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:55.056294,06/12-20:20:55.056294,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:20:16.616613,06/12-20:20:15.607991,2,Attempted Denial of Service
SSH connection attempt,06/12-20:20:55.252416,06/12-20:21:15.546152,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:21:16.131613,06/12-20:21:16.131613,2,Attempted Denial of Service
SSH connection attempt,06/12-20:21:17.792596,06/12-20:21:20.351651,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:21:21.742221,06/12-20:21:21.742221,2,Attempted Denial of Service
SSH connection attempt,06/12-20:21:24.716750,06/12-20:21:26.033357,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:21:26.119171,06/12-20:21:26.119171,2,Attempted Denial of Service
SSH connection attempt,06/12-20:21:28.223127,06/12-20:21:30.186934,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:21:31.117012,06/12-20:21:31.117012,2,Attempted Denial of Service
SSH connection attempt,06/12-20:21:31.756975,06/12-20:21:36.007172,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:21:36.118187,06/12-20:21:16.686664,2,Attempted Denial of Service
SSH connection attempt,06/12-20:21:38.861937,06/12-20:22:04.843292,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:05.276487,06/12-20:22:05.276487,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:07.202278,06/12-20:22:25.886135,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:05.276573,06/12-20:22:06.527582,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:28.722809,06/12-20:22:29.242554,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:06.588111,06/12-20:22:06.568040,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:29.911006,06/12-20:22:30.286576,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:06.749767,06/12-20:22:06.790048,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:30.444572,06/12-20:22:30.607882,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:07.072574,06/12-20:22:07.153186,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:32.723615,06/12-20:22:32.909529,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:33.256414,06/12-20:22:07.799711,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:33.655583,06/12-20:22:35.239320,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:12.120165,06/12-20:22:35.256091,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:38.174482,06/12-20:22:38.333268,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:13.292269,06/12-20:22:13.292269,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:39.883179,06/12-20:22:39.883179,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:40.252473,06/12-20:22:40.252473,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:43.449059,06/12-20:22:44.783273,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:08.405232,06/12-20:22:08.445554,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:47.165586,06/12-20:22:47.168225,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:08.991203,06/12-20:22:09.071860,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:47.325349,06/12-20:22:47.327832,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:09.152644,06/12-20:22:09.960500,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:47.512145,06/12-20:22:47.512145,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:10.041297,06/12-20:22:10.969877,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:47.714163,06/12-20:22:47.714163,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:10.990140,06/12-20:22:48.254787,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:48.405221,06/12-20:22:48.793329,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:11.010399,06/12-20:22:11.010399,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:48.959201,06/12-20:22:49.121260,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:11.030496,06/12-20:22:11.131528,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:51.706589,06/12-20:22:51.893599,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:12.039603,06/12-20:22:12.281900,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:53.116579,06/12-20:22:53.116579,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:13.231573,06/12-20:22:13.271924,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:54.693984,06/12-20:22:55.208849,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:20.886473,06/12-20:22:55.251931,2,Attempted Denial of Service
SSH connection attempt,06/12-20:22:55.400022,06/12-20:22:59.899673,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:00.250248,06/12-20:23:00.250248,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:00.600582,06/12-20:23:05.155132,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:05.251120,06/12-20:23:05.251120,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:05.335471,06/12-20:23:05.898563,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:26.781317,06/12-20:22:27.724757,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:07.805474,06/12-20:23:07.806620,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:14.463830,06/12-20:22:27.836807,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:07.981433,06/12-20:23:07.981433,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:27.868768,06/12-20:22:27.868768,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:08.142027,06/12-20:23:08.142836,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:16.658887,06/12-20:22:27.900758,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:08.314989,06/12-20:23:08.314989,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:27.916743,06/12-20:22:16.858646,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:08.527868,06/12-20:23:09.221045,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:09.253534,06/12-20:22:40.507523,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:11.740930,06/12-20:23:11.740930,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:40.603544,06/12-20:22:40.603544,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:11.874726,06/12-20:23:12.389950,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:40.635570,06/12-20:22:40.635570,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:12.585010,06/12-20:23:12.585010,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:40.699629,06/12-20:22:40.891425,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:12.762661,06/12-20:23:12.762661,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:41.339551,06/12-20:22:41.339551,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:12.968226,06/12-20:23:13.306008,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:22:41.339610,06/12-20:23:15.248353,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:15.535191,06/12-20:23:19.832565,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:20.247926,06/12-20:23:20.247926,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:22.256611,06/12-20:23:23.640794,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:25.248449,06/12-20:23:25.248449,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:26.031974,06/12-20:23:30.148904,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:30.246578,06/12-20:23:30.246578,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:30.665315,06/12-20:23:35.128989,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:35.246591,06/12-20:23:35.246591,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:35.308296,06/12-20:23:36.345292,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:16.407267,06/12-20:23:17.943069,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:38.519894,06/12-20:23:38.519904,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:18.006995,06/12-20:23:18.198955,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:38.697057,06/12-20:23:38.697057,0,unknown
MALWARE-TOOLS slowhttptest DoS tool,06/12-20:23:18.198918,06/12-20:23:18.711016,2,Attempted Denial of Service
SSH connection attempt,06/12-20:23:41.512305,06/12-20:28:36.832951,0,unknown
FTP connection attempt,06/12-20:28:37.974556,06/12-20:28:38.407016,0,unknown
SSH connection attempt,06/12-20:28:38.514554,06/12-20:33:51.667328,0,unknown
FTP connection attempt,06/12-20:33:52.620360,06/12-20:33:53.042066,0,unknown
SSH connection attempt,06/12-20:33:53.260923,06/12-20:40:44.831697,0,unknown
FTP connection attempt,06/12-20:40:45.638467,06/12-20:40:46.073080,0,unknown
SSH connection attempt,06/12-20:40:47.128757,06/12-20:54:43.879969,0,unknown
FTP connection attempt,06/12-20:54:45.113488,06/12-20:54:45.238715,0,unknown
SSH connection attempt,06/12-20:54:45.382146,06/12-20:54:45.382146,0,unknown
FTP connection attempt,06/12-20:54:45.468014,06/12-20:54:45.532207,0,unknown
SSH connection attempt,06/12-20:54:45.552064,06/12-20:55:29.352342,0,unknown
FTP connection attempt,06/12-20:55:30.282636,06/12-20:55:30.723778,0,unknown
SSH connection attempt,06/12-20:55:31.769485,06/12-20:56:35.810621,0,unknown
FTP connection attempt,06/12-20:56:37.042132,06/12-20:56:37.466600,0,unknown
ICMP connection attempt,06/12-20:56:37.758935,06/12-20:56:37.760509,0,unknown
SSH connection attempt,06/12-20:56:38.039904,06/12-21:02:31.379589,0,unknown
FTP connection attempt,06/12-21:02:32.987546,06/12-21:02:32.988239,0,unknown
SSH connection attempt,06/12-21:02:33.022276,06/12-21:02:33.022276,0,unknown
FTP connection attempt,06/12-21:02:33.111571,06/12-21:02:33.112430,0,unknown
SSH connection attempt,06/12-21:02:33.213289,06/12-21:02:33.213289,0,unknown
FTP connection attempt,06/12-21:02:33.361403,06/12-21:02:33.400734,0,unknown
SSH connection attempt,06/12-21:02:33.401615,06/12-21:02:33.401615,0,unknown
FTP connection attempt,06/12-21:02:33.402586,06/12-21:02:33.402586,0,unknown
SSH connection attempt,06/12-21:02:33.404003,06/12-21:02:33.404003,0,unknown
FTP connection attempt,06/12-21:02:33.405091,06/12-21:02:33.417949,0,unknown
SSH connection attempt,06/12-21:02:34.823563,06/12-21:06:04.559941,0,unknown
ICMP connection attempt,06/12-21:06:05.968364,06/12-21:06:05.975407,0,unknown
SSH connection attempt,06/12-21:06:06.204427,06/12-21:11:36.770288,0,unknown
FTP connection attempt,06/12-21:11:40.324483,06/12-21:11:40.328230,0,unknown
SSH connection attempt,06/12-21:11:40.358853,06/12-21:11:42.975870,0,unknown
FTP connection attempt,06/12-21:11:43.326784,06/12-21:11:43.631372,0,unknown
SSH connection attempt,06/12-21:11:44.823747,06/12-21:20:33.277288,0,unknown
FTP connection attempt,06/12-21:20:34.357028,06/12-21:20:34.782676,0,unknown
SSH connection attempt,06/12-21:20:35.554397,06/12-21:23:30.765756,0,unknown
FTP connection attempt,06/12-21:23:30.948177,06/12-21:23:31.367273,0,unknown
SSH connection attempt,06/12-21:23:33.468207,06/12-21:28:32.710309,0,unknown
FTP connection attempt,06/12-21:28:34.772105,06/12-21:28:35.185802,0,unknown
SSH connection attempt,06/12-21:28:35.532608,06/12-21:33:51.241930,0,unknown
FTP connection attempt,06/12-21:33:52.564747,06/12-21:33:52.979205,0,unknown
SSH connection attempt,06/12-21:33:53.718575,06/12-21:40:44.635759,0,unknown
FTP connection attempt,06/12-21:40:45.562980,06/12-21:40:45.995566,0,unknown
SSH connection attempt,06/12-21:40:47.988568,06/12-21:54:44.607121,0,unknown
FTP connection attempt,06/12-21:54:44.932887,06/12-21:54:45.351752,0,unknown
SSH connection attempt,06/12-21:54:47.243663,06/12-21:55:31.640788,0,unknown
FTP connection attempt,06/12-21:55:33.455823,06/12-21:55:33.879761,0,unknown
SSH connection attempt,06/12-21:55:34.053932,06/12-21:56:34.510465,0,unknown
FTP connection attempt,06/12-21:56:36.946872,06/12-21:56:37.372854,0,unknown
SSH connection attempt,06/12-21:56:37.500313,06/12-22:01:41.502925,0,unknown
FTP connection attempt,06/12-22:01:42.594831,06/12-22:01:43.107512,0,unknown
SSH connection attempt,06/12-22:01:43.763430,06/12-22:04:38.490052,0,unknown
FTP connection attempt,06/12-22:04:38.802631,06/12-22:04:39.216415,0,unknown
SSH connection attempt,06/12-22:04:41.433841,06/12-22:12:59.108148,0,unknown
FTP connection attempt,06/12-22:12:59.284665,06/12-22:12:59.285344,0,unknown
SSH connection attempt,06/12-22:12:59.295314,06/12-22:12:59.296128,0,unknown
FTP connection attempt,06/12-22:12:59.422235,06/12-22:12:59.422235,0,unknown
SSH connection attempt,06/12-22:12:59.477657,06/12-22:12:59.477657,0,unknown
FTP connection attempt,06/12-22:12:59.597127,06/12-22:12:59.598045,0,unknown
SSH connection attempt,06/12-22:12:59.678714,06/12-22:12:59.678714,0,unknown
FTP connection attempt,06/12-22:12:59.848339,06/12-22:12:59.862109,0,unknown
SSH connection attempt,06/12-22:12:59.866439,06/12-22:12:59.866439,0,unknown
FTP connection attempt,06/12-22:12:59.871526,06/12-22:12:59.910125,0,unknown
SSH connection attempt,06/12-22:13:00.065344,06/12-22:13:35.702450,0,unknown
FTP connection attempt,06/12-22:13:37.159189,06/12-22:13:37.585146,0,unknown
SSH connection attempt,06/12-22:13:37.948718,06/12-22:20:49.294702,0,unknown
FTP connection attempt,06/12-22:20:49.341916,06/12-22:20:49.341916,0,unknown
SSH connection attempt,06/12-22:20:49.477705,06/12-22:20:51.328070,0,unknown
FTP connection attempt,06/12-22:20:52.227226,06/12-22:20:52.642349,0,unknown
SSH connection attempt,06/12-22:20:54.074340,06/12-22:28:40.574450,0,unknown
FTP connection attempt,06/12-22:28:40.971386,06/12-22:28:41.419855,0,unknown
SSH connection attempt,06/12-22:28:42.747591,06/12-22:33:52.055748,0,unknown
FTP connection attempt,06/12-22:33:52.183732,06/12-22:33:52.184365,0,unknown
SSH connection attempt,06/12-22:33:52.227269,06/12-22:33:52.227269,0,unknown
FTP connection attempt,06/12-22:33:52.308680,06/12-22:33:52.309524,0,unknown
SSH connection attempt,06/12-22:33:52.415717,06/12-22:33:52.415717,0,unknown
FTP connection attempt,06/12-22:33:52.559263,06/12-22:33:52.604851,0,unknown
SSH connection attempt,06/12-22:33:52.622582,06/12-22:38:34.785906,0,unknown
ICMP connection attempt,06/12-22:38:34.885924,06/12-22:38:34.886205,0,unknown
SSH connection attempt,06/12-22:38:35.488242,06/12-22:40:44.170047,0,unknown
FTP connection attempt,06/12-22:40:45.458353,06/12-22:40:45.885617,0,unknown
SSH connection attempt,06/12-22:40:46.722809,06/12-22:54:46.083410,0,unknown
FTP connection attempt,06/12-22:54:47.716801,06/12-22:54:47.842571,0,unknown
SSH connection attempt,06/12-22:54:47.879187,06/12-22:54:48.043158,0,unknown
FTP connection attempt,06/12-22:54:48.069179,06/12-22:54:48.119374,0,unknown
SSH connection attempt,06/12-22:54:48.228948,06/12-22:55:32.815181,0,unknown
FTP connection attempt,06/12-22:55:33.228961,06/12-22:55:33.654957,0,unknown
SSH connection attempt,06/12-22:55:34.488718,06/12-22:56:36.709069,0,unknown
FTP connection attempt,06/12-22:56:36.841803,06/12-22:56:36.842551,0,unknown
SSH connection attempt,06/12-22:56:36.869436,06/12-22:56:36.870068,0,unknown
FTP connection attempt,06/12-22:56:36.966765,06/12-22:56:36.967820,0,unknown
SSH connection attempt,06/12-22:56:37.045824,06/12-22:56:37.045824,0,unknown
FTP connection attempt,06/12-22:56:37.216852,06/12-22:56:37.269682,0,unknown
SSH connection attempt,06/12-22:56:37.288667,06/12-23:00:26.858069,0,unknown
ICMP connection attempt,06/12-23:00:30.395601,06/12-23:00:30.395601,0,unknown
SSH connection attempt,06/12-23:00:34.479160,06/12-23:00:35.857354,0,unknown
ICMP connection attempt,06/12-23:00:36.021710,06/12-23:00:36.025886,0,unknown
SSH connection attempt,06/12-23:00:36.049564,06/12-23:01:04.463800,0,unknown
ICMP connection attempt,06/12-23:01:06.049973,06/12-23:01:06.051394,0,unknown
SSH connection attempt,06/12-23:01:06.069088,06/12-23:05:20.766987,0,unknown
ICMP connection attempt,06/12-23:05:50.913529,06/12-23:05:50.913529,0,unknown
FTP connection attempt,06/12-23:11:33.383378,06/12-23:11:33.804832,0,unknown
MALWARE-CNC Win.Dropper.Agent ransomware downloader outbound connection detected,06/12-23:18:32.211463,06/12-23:18:32.211463,1,A Network Trojan was Detected
FTP connection attempt,06/12-23:19:41.625088,06/12-23:19:42.054434,0,unknown
PUA-ADWARE Win.Trojan.InstantAccess variant outbound connection,06/12-23:23:28.513347,06/12-23:23:28.513347,3,Misc activity
FTP connection attempt,06/12-23:23:42.661616,06/12-23:34:44.335366,0,unknown
SSH connection attempt,06/12-23:39:56.783664,06/12-23:39:56.783664,0,unknown
FTP connection attempt,06/12-23:40:45.372030,06/12-23:40:45.790188,0,unknown
SSH connection attempt,06/12-23:43:36.468034,06/12-23:52:04.726272,0,unknown
ICMP connection attempt,06/12-23:52:17.798933,06/12-23:52:35.915066,0,unknown
FTP connection attempt,06/12-23:54:44.684328,06/13-01:18:33.596713,0,unknown
ICMP connection attempt,06/13-01:20:05.229798,06/13-01:20:05.229798,0,unknown
FTP connection attempt,06/13-01:24:00.276705,06/13-01:33:52.437209,0,unknown
SSH connection attempt,06/13-01:39:55.290883,06/13-01:39:55.290883,0,unknown
FTP connection attempt,06/13-01:40:47.172601,06/13-01:40:50.492549,0,unknown
SSH connection attempt,06/13-01:40:51.294224,06/13-01:40:52.119395,0,unknown
ICMP connection attempt,06/13-01:41:49.035281,06/13-01:41:49.035620,0,unknown
SSH connection attempt,06/13-01:43:34.976163,06/13-01:43:34.976163,0,unknown
FTP connection attempt,06/13-01:54:44.445344,06/13-02:15:33.478181,0,unknown
SSH connection attempt,06/13-02:17:56.411840,06/13-02:18:06.825621,0,unknown
FTP connection attempt,06/13-02:22:33.070705,06/13-02:40:47.680993,0,unknown
PUA-ADWARE Win.Trojan.InstantAccess variant outbound connection,06/13-02:54:04.889394,06/13-02:54:04.889394,3,Misc activity
FTP connection attempt,06/13-02:54:44.301639,06/13-02:56:36.803463,0,unknown
